Date,Region,Product,Units Sold,Unit Price,Revenue,Profit,Year,Month,Quarter,Weekday,DayOfYear,Profit_Margin,Month_Year
2024-04-03,East,Smartphone,93,121,11253,1445.89,2024,4,2,Wednesday,94,12.848929174442372,2024-04
2024-04-03,West,Headphones,20,660,13200,4849.62,2024,4,2,Wednesday,94,36.73954545454545,2024-04
2024-04-03,West,Monitor,71,242,17182,3367.81,2024,4,2,Wednesday,94,19.60080316610406,2024-04
2024-04-03,West,Tablet,57,160,9120,1782.88,2024,4,2,Wednesday,94,19.549122807017543,2024-04
2024-04-03,West,Laptop,70,974,68180,24399.37,2024,4,2,Wednesday,94,35.78669697858609,2024-04
2024-04-04,North,Tablet,95,413,39235,12085.43,2024,4,2,Thursday,95,30.802676181980377,2024-04
2024-04-04,North,Keyboard,24,122,2928,999.12,2024,4,2,Thursday,95,34.122950819672134,2024-04
2024-04-04,South,Tablet,17,237,4029,1330.58,2024,4,2,Thursday,95,33.02506825515016,2024-04
2024-04-04,South,Headphones,96,101,9696,2400.89,2024,4,2,Thursday,95,24.761654290429043,2024-04
2024-04-04,South,Monitor,90,92,8280,1315.47,2024,4,2,Thursday,95,15.887318840579711,2024-04
2024-04-04,South,Laptop,76,859,65284,16782.5,2024,4,2,Thursday,95,25.706911341216838,2024-04
2024-04-04,East,Keyboard,60,260,15600,5455.71,2024,4,2,Thursday,95,34.972500000000004,2024-04
2024-04-04,East,Mouse,55,829,45595,11045.36,2024,4,2,Thursday,95,24.224936944840444,2024-04
2024-04-04,East,Laptop,59,828,48852,14232.16,2024,4,2,Thursday,95,29.133218701383772,2024-04
2024-04-04,East,Headphones,31,572,17732,1994.38,2024,4,2,Thursday,95,11.24734942476878,2024-04
2024-04-04,West,Mouse,96,626,60096,23624.31,2024,4,2,Thursday,95,39.31095247603834,2024-04
2024-04-04,West,Monitor,76,492,37392,5261.3,2024,4,2,Thursday,95,14.070656824989303,2024-04
2024-04-04,West,Laptop,51,425,21675,2652.84,2024,4,2,Thursday,95,12.239169550173012,2024-04
2024-04-04,West,Tablet,65,373,24245,3806.0,2024,4,2,Thursday,95,15.69808207877913,2024-04
2024-04-05,North,Tablet,41,95,3895,1245.3,2024,4,2,Friday,96,31.97175866495507,2024-04
2024-04-05,North,Laptop,84,938,78792,30930.11,2024,4,2,Friday,96,39.25539394862423,2024-04
2024-04-05,North,Monitor,58,165,9570,2896.83,2024,4,2,Friday,96,30.26990595611285,2024-04
2024-04-05,South,Headphones,91,478,43498,5921.57,2024,4,2,Friday,96,13.613430502551841,2024-04
2024-04-05,South,Mouse,32,796,25472,9954.37,2024,4,2,Friday,96,39.079656092964825,2024-04
2024-04-05,South,Monitor,30,970,29100,3451.58,2024,4,2,Friday,96,11.861099656357387,2024-04
2024-04-05,South,Smartphone,87,914,79518,20021.0,2024,4,2,Friday,96,25.17794713146709,2024-04
2024-04-05,East,Monitor,34,549,18666,4110.46,2024,4,2,Friday,96,22.0211078967106,2024-04
2024-04-05,East,Tablet,83,671,55693,20326.95,2024,4,2,Friday,96,36.498213419998926,2024-04
2024-04-05,East,Mouse,55,407,22385,4839.24,2024,4,2,Friday,96,21.618226490953763,2024-04
2024-04-05,West,Laptop,91,266,24206,9250.35,2024,4,2,Friday,96,38.21511195571346,2024-04
2024-04-05,West,Smartphone,26,898,23348,9020.96,2024,4,2,Friday,96,38.6369710467706,2024-04
2024-04-05,West,Mouse,45,379,17055,4148.2,2024,4,2,Friday,96,24.322486074464965,2024-04
2024-04-05,West,Tablet,11,545,5995,1645.75,2024,4,2,Friday,96,27.45204336947456,2024-04
2024-04-06,North,Mouse,38,565,21470,6877.05,2024,4,2,Saturday,97,32.030973451327434,2024-04
2024-04-06,North,Tablet,47,551,25897,3044.7,2024,4,2,Saturday,97,11.756960265667837,2024-04
2024-04-06,North,Keyboard,5,120,600,167.14,2024,4,2,Saturday,97,27.856666666666662,2024-04
2024-04-06,South,Laptop,54,805,43470,5380.89,2024,4,2,Saturday,97,12.3783988957902,2024-04
2024-04-06,South,Tablet,31,593,18383,6845.93,2024,4,2,Saturday,97,37.240548332698694,2024-04
2024-04-06,East,Tablet,63,80,5040,1404.67,2024,4,2,Saturday,97,27.870436507936507,2024-04
2024-04-06,East,Laptop,21,600,12600,4811.57,2024,4,2,Saturday,97,38.18706349206349,2024-04
2024-04-06,East,Smartphone,94,993,93342,25761.19,2024,4,2,Saturday,97,27.598712262432773,2024-04
2024-04-06,West,Laptop,22,139,3058,559.98,2024,4,2,Saturday,97,18.311968606932634,2024-04
2024-04-06,West,Monitor,75,302,22650,3109.93,2024,4,2,Saturday,97,13.73037527593819,2024-04
2024-04-06,West,Headphones,62,907,56234,22003.36,2024,4,2,Saturday,97,39.12821424760821,2024-04
2024-04-07,North,Smartphone,22,656,14432,5753.91,2024,4,2,Sunday,98,39.869110310421284,2024-04
2024-04-07,North,Laptop,34,810,27540,10149.03,2024,4,2,Sunday,98,36.851960784313725,2024-04
2024-04-07,South,Keyboard,25,893,22325,7686.86,2024,4,2,Sunday,98,34.431623740201566,2024-04
2024-04-07,South,Tablet,37,796,29452,4113.09,2024,4,2,Sunday,98,13.96540133097922,2024-04
2024-04-07,South,Laptop,19,819,15561,4562.28,2024,4,2,Sunday,98,29.318681318681318,2024-04
2024-04-07,East,Monitor,86,797,68542,22319.92,2024,4,2,Sunday,98,32.56385865600653,2024-04
2024-04-07,East,Laptop,62,978,60636,21259.69,2024,4,2,Sunday,98,35.06116828286826,2024-04
2024-04-07,West,Laptop,97,71,6887,1139.47,2024,4,2,Sunday,98,16.545230143749095,2024-04
2024-04-07,West,Monitor,10,475,4750,1592.78,2024,4,2,Sunday,98,33.53221052631579,2024-04
2024-04-07,West,Mouse,61,134,8174,1832.96,2024,4,2,Sunday,98,22.42427208221189,2024-04
2024-04-07,West,Keyboard,20,912,18240,4784.97,2024,4,2,Sunday,98,26.233388157894737,2024-04
2024-04-08,North,Smartphone,36,502,18072,5083.79,2024,4,2,Monday,99,28.130754758742803,2024-04
2024-04-08,North,Headphones,46,102,4692,1205.94,2024,4,2,Monday,99,25.702046035805626,2024-04
2024-04-08,North,Monitor,78,300,23400,7018.98,2024,4,2,Monday,99,29.995641025641024,2024-04
2024-04-08,North,Tablet,19,974,18506,1919.12,2024,4,2,Monday,99,10.370258294607154,2024-04
2024-04-08,South,Keyboard,10,445,4450,976.05,2024,4,2,Monday,99,21.93370786516854,2024-04
2024-04-08,South,Monitor,81,398,32238,7897.93,2024,4,2,Monday,99,24.49882126682797,2024-04
2024-04-08,South,Mouse,12,569,6828,2401.71,2024,4,2,Monday,99,35.17442882249561,2024-04
2024-04-08,South,Laptop,88,224,19712,4961.69,2024,4,2,Monday,99,25.17091112012987,2024-04
2024-04-08,East,Headphones,82,382,31324,4199.36,2024,4,2,Monday,99,13.406206103945856,2024-04
2024-04-08,East,Tablet,75,64,4800,1600.05,2024,4,2,Monday,99,33.334375,2024-04
2024-04-08,West,Smartphone,84,671,56364,13317.88,2024,4,2,Monday,99,23.628344333262362,2024-04
2024-04-08,West,Tablet,93,355,33015,4984.15,2024,4,2,Monday,99,15.096622747236104,2024-04
2024-04-08,West,Headphones,85,749,63665,8721.16,2024,4,2,Monday,99,13.698515667949424,2024-04
2024-04-09,North,Monitor,73,476,34748,3964.47,2024,4,2,Tuesday,100,11.409203407390352,2024-04
2024-04-09,North,Tablet,66,190,12540,1596.87,2024,4,2,Tuesday,100,12.73421052631579,2024-04
2024-04-09,North,Keyboard,32,707,22624,6826.04,2024,4,2,Tuesday,100,30.17167609618105,2024-04
2024-04-09,South,Mouse,13,281,3653,1080.89,2024,4,2,Tuesday,100,29.589104845332603,2024-04
2024-04-09,South,Tablet,96,530,50880,5427.14,2024,4,2,Tuesday,100,10.666548742138366,2024-04
2024-04-09,South,Monitor,71,971,68941,19290.24,2024,4,2,Tuesday,100,27.98079517268389,2024-04
2024-04-09,South,Keyboard,84,841,70644,13747.97,2024,4,2,Tuesday,100,19.460916709133116,2024-04
2024-04-09,East,Headphones,86,115,9890,2732.7,2024,4,2,Tuesday,100,27.630940343781596,2024-04
2024-04-09,East,Smartphone,49,419,20531,4097.9,2024,4,2,Tuesday,100,19.959573328137935,2024-04
2024-04-09,East,Tablet,80,544,43520,10058.14,2024,4,2,Tuesday,100,23.111534926470586,2024-04
2024-04-09,West,Tablet,30,799,23970,9311.98,2024,4,2,Tuesday,100,38.84847726324573,2024-04
2024-04-09,West,Mouse,49,477,23373,5772.22,2024,4,2,Tuesday,100,24.696102340307196,2024-04
2024-04-09,West,Headphones,69,612,42228,13593.4,2024,4,2,Tuesday,100,32.190489722459034,2024-04
2024-04-09,West,Monitor,90,712,64080,6728.58,2024,4,2,Tuesday,100,10.500280898876404,2024-04
2024-04-10,North,Mouse,23,589,13547,4622.91,2024,4,2,Wednesday,101,34.12497231859452,2024-04
2024-04-10,North,Laptop,53,86,4558,1402.11,2024,4,2,Wednesday,101,30.761518209741112,2024-04
2024-04-10,North,Smartphone,44,641,28204,8538.15,2024,4,2,Wednesday,101,30.27283364061835,2024-04
2024-04-10,North,Monitor,91,359,32669,3846.88,2024,4,2,Wednesday,101,11.775322170865346,2024-04
2024-04-10,South,Laptop,89,843,75027,27918.49,2024,4,2,Wednesday,101,37.21125728071228,2024-04
2024-04-10,South,Tablet,29,538,15602,2535.24,2024,4,2,Wednesday,101,16.24945519805153,2024-04
2024-04-10,South,Keyboard,27,676,18252,5489.58,2024,4,2,Wednesday,101,30.076594345825114,2024-04
2024-04-10,South,Smartphone,47,924,43428,9793.75,2024,4,2,Wednesday,101,22.55169475914157,2024-04
2024-04-10,East,Mouse,25,362,9050,1444.78,2024,4,2,Wednesday,101,15.964419889502762,2024-04
2024-04-10,East,Laptop,95,862,81890,13706.81,2024,4,2,Wednesday,101,16.73807546709,2024-04
2024-04-10,East,Headphones,92,932,85744,29860.32,2024,4,2,Wednesday,101,34.82496734465385,2024-04
2024-04-10,West,Monitor,13,294,3822,1032.77,2024,4,2,Wednesday,101,27.021716378859235,2024-04
2024-04-10,West,Laptop,35,582,20370,6528.74,2024,4,2,Wednesday,101,32.05076092292587,2024-04
2024-04-10,West,Keyboard,49,638,31262,7257.84,2024,4,2,Wednesday,101,23.216172989572005,2024-04
2024-04-10,West,Smartphone,24,150,3600,1344.92,2024,4,2,Wednesday,101,37.35888888888889,2024-04
2024-04-11,North,Mouse,45,183,8235,3066.75,2024,4,2,Thursday,102,37.240437158469945,2024-04
2024-04-11,North,Smartphone,42,951,39942,4281.14,2024,4,2,Thursday,102,10.718391667918482,2024-04
2024-04-11,South,Headphones,23,195,4485,1409.74,2024,4,2,Thursday,102,31.432329988851727,2024-04
2024-04-11,South,Mouse,92,798,73416,12927.37,2024,4,2,Thursday,102,17.608382368965895,2024-04
2024-04-11,South,Laptop,5,202,1010,107.84,2024,4,2,Thursday,102,10.677227722772278,2024-04
2024-04-11,East,Mouse,23,968,22264,5096.27,2024,4,2,Thursday,102,22.89018145885735,2024-04
2024-04-11,East,Monitor,20,231,4620,1727.48,2024,4,2,Thursday,102,37.39134199134199,2024-04
2024-04-11,East,Keyboard,5,91,455,70.18,2024,4,2,Thursday,102,15.424175824175826,2024-04
2024-04-11,West,Monitor,10,70,700,159.56,2024,4,2,Thursday,102,22.794285714285714,2024-04
2024-04-11,West,Smartphone,52,540,28080,3547.53,2024,4,2,Thursday,102,12.633653846153848,2024-04
2024-04-11,West,Mouse,14,591,8274,2601.92,2024,4,2,Thursday,102,31.446942228668117,2024-04
2024-04-12,North,Tablet,8,240,1920,689.36,2024,4,2,Friday,103,35.90416666666666,2024-04
2024-04-12,North,Keyboard,13,203,2639,1002.36,2024,4,2,Friday,103,37.98256915498295,2024-04
2024-04-12,North,Smartphone,20,192,3840,561.16,2024,4,2,Friday,103,14.613541666666666,2024-04
2024-04-12,South,Keyboard,6,654,3924,1489.24,2024,4,2,Friday,103,37.95208970438328,2024-04
2024-04-12,South,Laptop,46,670,30820,9740.58,2024,4,2,Friday,103,31.604737183646982,2024-04
2024-04-12,East,Headphones,46,958,44068,7175.89,2024,4,2,Friday,103,16.28367522919125,2024-04
2024-04-12,East,Keyboard,17,317,5389,1115.37,2024,4,2,Friday,103,20.697160883280755,2024-04
2024-04-12,East,Monitor,77,357,27489,6972.98,2024,4,2,Friday,103,25.366437484084543,2024-04
2024-04-12,East,Tablet,60,621,37260,6069.92,2024,4,2,Friday,103,16.290713902308106,2024-04
2024-04-12,West,Keyboard,99,138,13662,1988.72,2024,4,2,Friday,103,14.55658029571073,2024-04
2024-04-12,West,Headphones,24,797,19128,2225.35,2024,4,2,Friday,103,11.633992053534085,2024-04
2024-04-12,West,Laptop,6,714,4284,1365.71,2024,4,2,Friday,103,31.879318394024274,2024-04
2024-04-12,West,Smartphone,96,155,14880,4729.36,2024,4,2,Friday,103,31.78333333333333,2024-04
2024-04-13,North,Laptop,68,374,25432,4314.98,2024,4,2,Saturday,104,16.966734822271153,2024-04
2024-04-13,North,Headphones,63,516,32508,8355.28,2024,4,2,Saturday,104,25.702227144087615,2024-04
2024-04-13,North,Monitor,66,193,12738,4377.07,2024,4,2,Saturday,104,34.36230177421887,2024-04
2024-04-13,North,Keyboard,72,64,4608,1499.37,2024,4,2,Saturday,104,32.538411458333336,2024-04
2024-04-13,South,Monitor,11,591,6501,1311.72,2024,4,2,Saturday,104,20.177203507152747,2024-04
2024-04-13,South,Headphones,93,193,17949,4412.8,2024,4,2,Saturday,104,24.585213660928186,2024-04
2024-04-13,South,Tablet,55,633,34815,4342.19,2024,4,2,Saturday,104,12.472181530949303,2024-04
2024-04-13,South,Mouse,84,549,46116,11330.43,2024,4,2,Saturday,104,24.569411917772573,2024-04
2024-04-13,East,Laptop,38,597,22686,3266.98,2024,4,2,Saturday,104,14.400863968967645,2024-04
2024-04-13,East,Tablet,28,963,26964,10340.89,2024,4,2,Saturday,104,38.350726895119415,2024-04
2024-04-13,West,Monitor,32,948,30336,4645.6,2024,4,2,Saturday,104,15.313818565400844,2024-04
2024-04-13,West,Headphones,65,127,8255,1928.56,2024,4,2,Saturday,104,23.362325863113263,2024-04
2024-04-14,North,Laptop,90,108,9720,3314.26,2024,4,2,Sunday,105,34.09732510288066,2024-04
2024-04-14,North,Tablet,5,718,3590,1158.11,2024,4,2,Sunday,105,32.25933147632312,2024-04
2024-04-14,South,Mouse,11,332,3652,1416.4,2024,4,2,Sunday,105,38.7842278203724,2024-04
2024-04-14,South,Laptop,84,279,23436,2963.38,2024,4,2,Sunday,105,12.644563918757468,2024-04
2024-04-14,South,Tablet,91,602,54782,18963.65,2024,4,2,Sunday,105,34.61657113650469,2024-04
2024-04-14,East,Mouse,63,432,27216,6617.84,2024,4,2,Sunday,105,24.315990593768372,2024-04
2024-04-14,East,Headphones,52,438,22776,8982.23,2024,4,2,Sunday,105,39.437258517737966,2024-04
2024-04-14,East,Keyboard,7,421,2947,1120.33,2024,4,2,Sunday,105,38.01594842212419,2024-04
2024-04-14,West,Tablet,21,941,19761,6276.32,2024,4,2,Sunday,105,31.761145691007535,2024-04
2024-04-14,West,Mouse,27,899,24273,5396.7,2024,4,2,Sunday,105,22.233345692745026,2024-04
2024-04-14,West,Smartphone,82,547,44854,5120.49,2024,4,2,Sunday,105,11.415904936014625,2024-04
2024-04-14,West,Laptop,74,76,5624,1708.28,2024,4,2,Sunday,105,30.37482219061166,2024-04
2024-04-15,North,Headphones,65,977,63505,25315.78,2024,4,2,Monday,106,39.86423116290056,2024-04
2024-04-15,North,Keyboard,17,50,850,99.32,2024,4,2,Monday,106,11.68470588235294,2024-04
2024-04-15,North,Tablet,83,285,23655,6109.36,2024,4,2,Monday,106,25.82692876770239,2024-04
2024-04-15,North,Laptop,97,147,14259,2142.24,2024,4,2,Monday,106,15.023774458236902,2024-04
2024-04-15,South,Keyboard,95,359,34105,8260.3,2024,4,2,Monday,106,24.220202316375897,2024-04
2024-04-15,South,Smartphone,82,650,53300,14849.91,2024,4,2,Monday,106,27.860994371482178,2024-04
2024-04-15,South,Headphones,97,389,37733,8552.47,2024,4,2,Monday,106,22.665756764635727,2024-04
2024-04-15,South,Tablet,26,340,8840,3257.69,2024,4,2,Monday,106,36.85169683257919,2024-04
2024-04-15,East,Monitor,6,181,1086,275.69,2024,4,2,Monday,106,25.385819521178636,2024-04
2024-04-15,East,Headphones,98,439,43022,8323.53,2024,4,2,Monday,106,19.347147970805636,2024-04
2024-04-15,East,Mouse,93,374,34782,6187.06,2024,4,2,Monday,106,17.78810879190386,2024-04
2024-04-15,West,Smartphone,70,314,21980,5849.91,2024,4,2,Monday,106,26.61469517743403,2024-04
2024-04-15,West,Headphones,90,881,79290,14622.49,2024,4,2,Monday,106,18.441783327027366,2024-04
2024-04-15,West,Tablet,38,488,18544,6042.65,2024,4,2,Monday,106,32.585472389991374,2024-04
2024-04-15,West,Keyboard,22,376,8272,3132.13,2024,4,2,Monday,106,37.864240812379116,2024-04
2024-04-16,North,Smartphone,47,108,5076,1453.76,2024,4,2,Tuesday,107,28.63987391646966,2024-04
2024-04-16,North,Monitor,32,155,4960,660.58,2024,4,2,Tuesday,107,13.318145161290323,2024-04
2024-04-16,South,Headphones,60,67,4020,947.36,2024,4,2,Tuesday,107,23.566169154228856,2024-04
2024-04-16,South,Smartphone,47,344,16168,5570.23,2024,4,2,Tuesday,107,34.45218951014349,2024-04
2024-04-16,South,Laptop,85,128,10880,3611.67,2024,4,2,Tuesday,107,33.19549632352941,2024-04
2024-04-16,East,Laptop,71,120,8520,2087.14,2024,4,2,Tuesday,107,24.49694835680751,2024-04
2024-04-16,East,Mouse,11,345,3795,697.65,2024,4,2,Tuesday,107,18.383399209486164,2024-04
2024-04-16,East,Headphones,69,117,8073,3210.15,2024,4,2,Tuesday,107,39.764028242289115,2024-04
2024-04-16,West,Mouse,51,893,45543,17589.28,2024,4,2,Tuesday,107,38.62125902992776,2024-04
2024-04-16,West,Laptop,60,740,44400,4683.42,2024,4,2,Tuesday,107,10.548243243243244,2024-04
2024-04-16,West,Headphones,24,460,11040,1105.98,2024,4,2,Tuesday,107,10.017934782608696,2024-04
2024-04-17,North,Tablet,87,880,76560,9066.81,2024,4,2,Wednesday,108,11.842750783699058,2024-04
2024-04-17,North,Monitor,64,660,42240,8827.39,2024,4,2,Wednesday,108,20.898177083333334,2024-04
2024-04-17,South,Monitor,45,603,27135,3582.91,2024,4,2,Wednesday,108,13.204016952275657,2024-04
2024-04-17,South,Mouse,35,207,7245,855.4,2024,4,2,Wednesday,108,11.806763285024156,2024-04
2024-04-17,East,Monitor,26,617,16042,2969.09,2024,4,2,Wednesday,108,18.50822840044882,2024-04
2024-04-17,East,Headphones,61,989,60329,6408.59,2024,4,2,Wednesday,108,10.622735334582043,2024-04
2024-04-17,East,Mouse,5,869,4345,1561.57,2024,4,2,Wednesday,108,35.93947065592636,2024-04
2024-04-17,East,Smartphone,74,982,72668,11013.78,2024,4,2,Wednesday,108,15.156299884405792,2024-04
2024-04-17,West,Tablet,58,729,42282,6920.96,2024,4,2,Wednesday,108,16.368572915188494,2024-04
2024-04-17,West,Laptop,96,114,10944,3840.54,2024,4,2,Wednesday,108,35.09265350877193,2024-04
2024-04-18,North,Keyboard,57,376,21432,5381.84,2024,4,2,Thursday,109,25.11123553564763,2024-04
2024-04-18,North,Tablet,38,863,32794,12650.45,2024,4,2,Thursday,109,38.575501616149296,2024-04
2024-04-18,North,Headphones,82,639,52398,12242.05,2024,4,2,Thursday,109,23.363582579487765,2024-04
2024-04-18,North,Monitor,23,51,1173,176.27,2024,4,2,Thursday,109,15.027280477408356,2024-04
2024-04-18,South,Mouse,88,178,15664,2298.41,2024,4,2,Thursday,109,14.673199693564861,2024-04
2024-04-18,South,Smartphone,62,247,15314,5175.19,2024,4,2,Thursday,109,33.793848765835186,2024-04
2024-04-18,East,Mouse,48,76,3648,750.39,2024,4,2,Thursday,109,20.569901315789473,2024-04
2024-04-18,East,Headphones,83,597,49551,7617.4,2024,4,2,Thursday,109,15.372848176626103,2024-04
2024-04-18,East,Smartphone,68,268,18224,7004.1,2024,4,2,Thursday,109,38.433384547848995,2024-04
2024-04-18,West,Monitor,84,383,32172,7832.2,2024,4,2,Thursday,109,24.344771851299267,2024-04
2024-04-18,West,Keyboard,39,128,4992,1440.54,2024,4,2,Thursday,109,28.85697115384615,2024-04
2024-04-19,North,Mouse,7,363,2541,730.87,2024,4,2,Friday,110,28.763085399449036,2024-04
2024-04-19,North,Headphones,86,92,7912,955.07,2024,4,2,Friday,110,12.071157735085947,2024-04
2024-04-19,South,Smartphone,14,632,8848,3074.17,2024,4,2,Friday,110,34.74423598553346,2024-04
2024-04-19,South,Laptop,34,789,26826,7124.47,2024,4,2,Friday,110,26.55807798404533,2024-04
2024-04-19,East,Mouse,55,765,42075,11792.93,2024,4,2,Friday,110,28.0283541295306,2024-04
2024-04-19,East,Keyboard,45,81,3645,760.9,2024,4,2,Friday,110,20.87517146776406,2024-04
2024-04-19,West,Keyboard,40,163,6520,2380.49,2024,4,2,Friday,110,36.51058282208589,2024-04
2024-04-19,West,Monitor,19,650,12350,3768.74,2024,4,2,Friday,110,30.51611336032388,2024-04
2024-04-19,West,Mouse,26,561,14586,4478.11,2024,4,2,Friday,110,30.701426024955435,2024-04
2024-04-19,West,Tablet,79,123,9717,3085.98,2024,4,2,Friday,110,31.758567459092312,2024-04
2024-04-20,North,Headphones,21,777,16317,6090.29,2024,4,2,Saturday,111,37.3248146105289,2024-04
2024-04-20,North,Smartphone,6,401,2406,589.85,2024,4,2,Saturday,111,24.515793848711557,2024-04
2024-04-20,North,Tablet,66,698,46068,9344.97,2024,4,2,Saturday,111,20.285165407658244,2024-04
2024-04-20,North,Mouse,21,166,3486,945.13,2024,4,2,Saturday,111,27.11216293746414,2024-04
2024-04-20,South,Keyboard,33,201,6633,824.39,2024,4,2,Saturday,111,12.428614503241368,2024-04
2024-04-20,South,Headphones,21,323,6783,2161.48,2024,4,2,Saturday,111,31.866135928055435,2024-04
2024-04-20,South,Mouse,88,150,13200,3693.52,2024,4,2,Saturday,111,27.981212121212124,2024-04
2024-04-20,East,Headphones,86,453,38958,10711.05,2024,4,2,Saturday,111,27.493839519482517,2024-04
2024-04-20,East,Tablet,51,156,7956,925.71,2024,4,2,Saturday,111,11.635369532428356,2024-04
2024-04-20,West,Tablet,94,997,93718,23074.81,2024,4,2,Saturday,111,24.62153481721761,2024-04
2024-04-20,West,Monitor,30,203,6090,1087.22,2024,4,2,Saturday,111,17.852545155993433,2024-04
2024-04-21,North,Keyboard,23,322,7406,1405.43,2024,4,2,Sunday,112,18.97691061301647,2024-04
2024-04-21,North,Headphones,80,226,18080,3501.33,2024,4,2,Sunday,112,19.365763274336285,2024-04
2024-04-21,South,Headphones,11,95,1045,337.0,2024,4,2,Sunday,112,32.248803827751196,2024-04
2024-04-21,South,Monitor,20,457,9140,3231.1,2024,4,2,Sunday,112,35.35120350109409,2024-04
2024-04-21,South,Keyboard,66,178,11748,1355.47,2024,4,2,Sunday,112,11.537878787878789,2024-04
2024-04-21,South,Mouse,14,167,2338,706.37,2024,4,2,Sunday,112,30.2125748502994,2024-04
2024-04-21,East,Tablet,82,860,70520,9439.31,2024,4,2,Sunday,112,13.385294951786728,2024-04
2024-04-21,East,Laptop,82,248,20336,4990.59,2024,4,2,Sunday,112,24.540666797797012,2024-04
2024-04-21,East,Smartphone,49,773,37877,6242.49,2024,4,2,Sunday,112,16.48095150091084,2024-04
2024-04-21,West,Keyboard,16,779,12464,3209.66,2024,4,2,Sunday,112,25.751444159178433,2024-04
2024-04-21,West,Laptop,17,639,10863,1908.11,2024,4,2,Sunday,112,17.565221393721806,2024-04
2024-04-22,North,Laptop,77,136,10472,1808.58,2024,4,2,Monday,113,17.270626432391136,2024-04
2024-04-22,North,Smartphone,27,386,10422,3665.73,2024,4,2,Monday,113,35.17299942429476,2024-04
2024-04-22,North,Keyboard,6,645,3870,1381.94,2024,4,2,Monday,113,35.70904392764858,2024-04
2024-04-22,South,Laptop,87,723,62901,23966.37,2024,4,2,Monday,113,38.10173129203033,2024-04
2024-04-22,South,Mouse,10,241,2410,369.99,2024,4,2,Monday,113,15.35228215767635,2024-04
2024-04-22,South,Monitor,22,573,12606,4445.28,2024,4,2,Monday,113,35.263207996192286,2024-04
2024-04-22,East,Laptop,52,68,3536,714.28,2024,4,2,Monday,113,20.20022624434389,2024-04
2024-04-22,East,Tablet,31,614,19034,2406.67,2024,4,2,Monday,113,12.644058001471054,2024-04
2024-04-22,East,Mouse,52,696,36192,12821.53,2024,4,2,Monday,113,35.42642020335986,2024-04
2024-04-22,West,Monitor,41,58,2378,691.04,2024,4,2,Monday,113,29.059714045416314,2024-04
2024-04-22,West,Headphones,97,578,56066,14320.55,2024,4,2,Monday,113,25.542307280704886,2024-04
2024-04-22,West,Keyboard,76,198,15048,5281.24,2024,4,2,Monday,113,35.0959595959596,2024-04
2024-04-22,West,Laptop,42,889,37338,14135.39,2024,4,2,Monday,113,37.85791954577106,2024-04
2024-04-23,North,Laptop,38,218,8284,2870.34,2024,4,2,Tuesday,114,34.649203283437956,2024-04
2024-04-23,North,Mouse,21,706,14826,5004.77,2024,4,2,Tuesday,114,33.756711183056794,2024-04
2024-04-23,South,Monitor,89,263,23407,8649.04,2024,4,2,Tuesday,114,36.950655786730465,2024-04
2024-04-23,South,Keyboard,86,246,21156,2903.28,2024,4,2,Tuesday,114,13.723199092456042,2024-04
2024-04-23,South,Tablet,16,130,2080,657.99,2024,4,2,Tuesday,114,31.634134615384617,2024-04
2024-04-23,South,Mouse,10,441,4410,875.45,2024,4,2,Tuesday,114,19.851473922902496,2024-04
2024-04-23,East,Monitor,15,685,10275,2628.28,2024,4,2,Tuesday,114,25.57936739659368,2024-04
2024-04-23,East,Smartphone,14,518,7252,2476.94,2024,4,2,Tuesday,114,34.15526751241037,2024-04
2024-04-23,East,Tablet,12,853,10236,1284.51,2024,4,2,Tuesday,114,12.5489449003517,2024-04
2024-04-23,East,Keyboard,80,302,24160,7187.41,2024,4,2,Tuesday,114,29.74921357615894,2024-04
2024-04-23,West,Laptop,43,69,2967,1117.95,2024,4,2,Tuesday,114,37.679474216380186,2024-04
2024-04-23,West,Smartphone,11,954,10494,2081.64,2024,4,2,Tuesday,114,19.836477987421382,2024-04
2024-04-23,West,Mouse,42,343,14406,1599.27,2024,4,2,Tuesday,114,11.101416076634735,2024-04
2024-04-24,North,Mouse,42,969,40698,8033.08,2024,4,2,Wednesday,115,19.73826723671925,2024-04
2024-04-24,North,Smartphone,76,966,73416,18750.68,2024,4,2,Wednesday,115,25.540318186771277,2024-04
2024-04-24,North,Laptop,89,106,9434,1613.05,2024,4,2,Wednesday,115,17.09826160695357,2024-04
2024-04-24,South,Mouse,78,159,12402,4320.77,2024,4,2,Wednesday,115,34.83930011288503,2024-04
2024-04-24,South,Monitor,46,593,27278,10757.2,2024,4,2,Wednesday,115,39.43544248112032,2024-04
2024-04-24,East,Mouse,97,848,82256,9339.79,2024,4,2,Wednesday,115,11.35453948648123,2024-04
2024-04-24,East,Monitor,37,262,9694,1699.04,2024,4,2,Wednesday,115,17.52671755725191,2024-04
2024-04-24,West,Keyboard,22,671,14762,3027.09,2024,4,2,Wednesday,115,20.505961251862892,2024-04
2024-04-24,West,Mouse,76,942,71592,26162.75,2024,4,2,Wednesday,115,36.5442367862331,2024-04
2024-04-24,West,Smartphone,57,955,54435,12044.97,2024,4,2,Wednesday,115,22.127252686690547,2024-04
2024-04-24,West,Headphones,53,188,9964,3592.69,2024,4,2,Wednesday,115,36.056704134885585,2024-04
2024-04-25,North,Smartphone,46,964,44344,13549.41,2024,4,2,Thursday,116,30.555227313729027,2024-04
